Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
Navio1686,36,16,131667,10,15,18,13,92,2015,GS,Porto2,Porto2,1
Navio1687,45,10,48402,16,10,16,9,10,2020,GLP,Porto1,Porto1,1
Navio1688,33,15,117677,16,18,11,6,13,1997,CNTR,Porto3,Porto5,0
Navio1689,40,9,122328,18,13,27,14,72,1999,CNTR,Porto2,Porto3,0
Navio1690,44,10,144234,11,11,15,19,108,2003,CNTR,Porto1,Porto2,0
Navio1691,52,7,181876,13,9,29,14,38,2011,CNTR,Porto5,Porto4,0
Navio1692,55,6,176845,11,14,27,14,20,2009,GL,Porto3,Porto2,0
Navio1693,57,15,82275,19,12,13,9,91,2006,CG,Porto1,Porto1,0
Navio1694,46,7,174438,11,9,33,11,82,2001,GSM,Porto3,Porto4,0
Navio1695,54,16,58660,9,12,15,6,71,2015,GLP,Porto1,Porto2,1
Navio1696,26,16,177282,18,14,12,9,31,1997,GS,Porto1,Porto3,0
Navio1697,29,7,45924,18,13,10,5,57,2016,GS,Porto4,Porto1,1
Navio1698,47,13,72085,16,17,24,13,101,2019,GLP,Porto3,Porto4,1
Navio1699,16,8,115479,13,9,21,18,88,1999,CG,Porto5,Porto4,0
Navio1700,16,13,63313,11,8,22,19,34,1999,GSM,Porto3,Porto3,0
Navio1701,51,6,67849,13,10,33,16,92,2000,CG,Porto4,Porto1,0
Navio1702,40,16,180427,14,19,15,10,44,2003,GSM,Porto2,Porto2,0
Navio1703,27,7,197382,18,19,16,13,93,2013,GSM,Porto5,Porto1,0
Navio1704,23,14,179290,19,13,25,16,102,2018,CNTR,Porto5,Porto3,0
Navio1705,27,6,44193,14,16,28,18,85,2003,CNTR,Porto2,Porto5,0
Navio1706,39,17,119013,11,15,17,15,92,2012,GSM,Porto3,Porto3,1
Navio1707,34,16,48013,17,16,20,15,74,2013,GSM,Porto3,Porto1,1
Navio1708,18,17,89424,17,11,17,7,48,2004,GLP,Porto5,Porto5,0
Navio1709,25,16,193687,11,12,34,7,116,2013,GL,Porto4,Porto5,0
Navio1710,22,9,97210,18,19,16,14,55,2020,CG,Porto2,Porto5,0
Navio1711,43,11,44217,12,14,24,5,46,2021,GL,Porto3,Porto4,1
Navio1712,29,7,110193,17,17,21,6,11,1997,GLP,Porto1,Porto2,0
Navio1713,23,16,43120,15,8,13,18,50,2008,CG,Porto2,Porto3,1
Navio1714,50,8,194355,11,19,11,19,118,2021,GS,Porto5,Porto1,0
Navio1715,50,17,90057,15,14,22,17,105,1996,CNTR,Porto5,Porto3,0
Navio1716,32,17,85485,9,8,28,12,117,2005,GLP,Porto5,Porto4,0
Navio1717,38,7,134040,11,15,25,6,106,2006,CG,Porto2,Porto3,1
Navio1718,27,10,161267,17,12,16,7,34,1991,CNTR,Porto2,Porto4,0
Navio1719,22,13,171026,8,17,22,12,74,1999,GLP,Porto1,Porto4,0
Navio1720,54,15,190257,15,14,12,15,39,1993,GS,Porto2,Porto1,0
Navio1721,45,14,49208,18,13,32,14,72,2013,GSM,Porto1,Porto5,1
Navio1722,34,10,36507,16,17,10,12,118,1995,GS,Porto2,Porto4,0
Navio1723,57,16,128973,18,16,17,8,108,1990,CG,Porto3,Porto3,0
Navio1724,16,10,168800,10,12,20,14,118,1996,CNTR,Porto4,Porto1,0
Navio1725,58,17,51692,10,9,13,13,54,1992,GL,Porto3,Porto3,0
Navio1726,33,12,107564,17,13,26,9,76,1997,GLP,Porto4,Porto2,0
Navio1727,29,11,36509,17,9,28,18,28,2013,CG,Porto5,Porto1,1
Navio1728,40,7,193484,10,15,17,5,87,2022,GL,Porto1,Porto4,0
Navio1729,52,6,168320,8,9,25,19,82,1996,GLP,Porto2,Porto3,0
Navio1730,23,7,105491,13,9,30,18,14,1998,CG,Porto1,Porto3,0
Navio1731,49,6,148872,10,15,19,19,29,2008,CNTR,Porto3,Porto1,1
Navio1732,41,9,197302,16,16,26,10,19,1996,GSM,Porto5,Porto4,0
Navio1733,26,11,141928,12,12,14,9,103,2022,CNTR,Porto3,Porto2,1
Navio1734,59,11,92113,17,8,12,9,74,2004,CG,Porto4,Porto1,0
Navio1735,26,12,91436,8,16,10,19,48,2021,GL,Porto5,Porto1,1
Navio1736,55,15,190914,17,17,21,16,32,2015,GLP,Porto4,Porto3,0
Navio1737,51,8,122649,11,16,34,9,35,2002,GS,Porto4,Porto4,0
Navio1738,27,16,137195,8,8,15,11,37,2014,GLP,Porto1,Porto1,1
Navio1739,32,15,164695,13,10,20,14,27,2004,GS,Porto1,Porto4,0
Navio1740,46,11,179144,11,15,13,9,71,1999,GLP,Porto2,Porto5,0
Navio1741,25,13,45856,18,10,10,12,68,2012,GSM,Porto2,Porto5,1
Navio1742,25,11,169519,11,18,19,13,99,2002,GS,Porto5,Porto1,0
Navio1743,26,15,44769,9,19,14,5,117,1994,GS,Porto1,Porto5,0
Navio1744,44,14,125585,17,12,34,15,85,2009,GS,Porto1,Porto2,1
Navio1745,49,7,188258,18,14,34,13,80,1994,GL,Porto5,Porto4,0
Navio1746,25,11,34824,17,10,14,16,78,2000,GLP,Porto5,Porto4,0
Navio1747,27,14,170687,8,17,11,6,40,2001,GSM,Porto5,Porto3,0
Navio1748,54,15,195102,14,18,10,13,18,2001,GLP,Porto2,Porto5,0
Navio1749,25,7,45527,18,12,21,18,70,1991,GL,Porto2,Porto2,0
Navio1750,17,10,155254,19,18,12,8,25,1994,GSM,Porto2,Porto3,0
Navio1751,26,6,155757,16,9,26,11,29,1999,GL,Porto5,Porto3,0
Navio1752,56,17,112321,10,16,13,9,26,2017,GLP,Porto5,Porto2,1
Navio1753,42,8,87224,11,9,11,9,106,2021,GSM,Porto2,Porto4,1
Navio1754,18,6,120223,15,13,10,7,102,2010,CNTR,Porto4,Porto4,1
Navio1755,31,15,64241,8,15,22,17,20,2009,GS,Porto3,Porto1,1
Navio1756,15,13,167863,12,19,22,6,68,2017,CG,Porto1,Porto2,0
Navio1757,28,16,110552,17,18,13,12,39,2012,GSM,Porto1,Porto5,1
Navio1758,53,15,174456,11,14,13,10,87,2021,GS,Porto1,Porto5,0
Navio1759,19,9,174756,9,12,32,13,49,2017,CG,Porto4,Porto1,0
Navio1760,18,14,78256,11,9,31,8,109,1992,CNTR,Porto5,Porto4,0
Navio1761,34,13,76633,17,19,15,7,53,2006,CG,Porto3,Porto2,0
Navio1762,32,13,166066,13,15,17,12,68,2008,GS,Porto1,Porto1,0
Navio1763,31,14,48902,19,10,10,17,117,1993,GSM,Porto2,Porto1,0
Navio1764,22,7,32428,9,9,14,18,16,1997,GLP,Porto4,Porto4,0
Navio1765,39,15,198458,13,14,32,19,116,2008,CG,Porto4,Porto5,0
Navio1766,26,14,32014,17,15,28,16,16,1996,GS,Porto1,Porto5,0
Navio1767,37,15,194744,13,14,23,9,61,1996,GL,Porto1,Porto2,0
Navio1768,42,6,107431,19,15,16,19,102,2013,CNTR,Porto5,Porto5,0
Navio1769,17,17,77673,17,16,17,5,51,2014,GS,Porto5,Porto3,1
Navio1770,23,13,142963,9,12,13,15,87,1990,CNTR,Porto2,Porto5,0
Navio1771,23,13,196085,10,9,32,7,110,1992,GSM,Porto3,Porto4,0
Navio1772,40,12,179787,15,19,22,10,48,2011,GL,Porto5,Porto5,0
Navio1773,53,11,32266,11,16,26,17,30,1999,GS,Porto4,Porto3,0
Navio1774,48,14,92860,13,10,12,8,37,2011,GLP,Porto3,Porto5,1
Navio1775,39,11,189040,9,18,11,10,95,1990,CNTR,Porto5,Porto5,0
Navio1776,36,17,44339,14,8,14,11,109,1990,CG,Porto3,Porto4,0
Navio1777,19,17,97168,19,19,24,7,24,2021,GSM,Porto3,Porto5,0
Navio1778,46,10,69464,18,11,25,13,108,1994,GS,Porto3,Porto1,0
Navio1779,26,6,151876,15,10,33,9,114,1998,GL,Porto2,Porto1,0
Navio1780,52,15,105534,15,10,25,16,26,1996,GS,Porto3,Porto4,0
Navio1781,22,7,164680,19,14,29,15,70,2005,GL,Porto4,Porto1,0
Navio1782,37,14,188531,19,9,31,16,24,2012,GSM,Porto4,Porto1,0
Navio1783,57,6,51792,14,13,18,9,43,2011,GLP,Porto4,Porto3,1
Navio1784,46,9,82553,19,11,29,17,63,2009,GLP,Porto5,Porto2,0
Navio1785,24,13,58739,16,15,18,9,30,2012,GSM,Porto2,Porto2,1
Navio1786,33,9,177258,17,8,29,18,90,1997,CNTR,Porto1,Porto3,0
Navio1787,38,13,82636,14,16,12,10,64,2001,GSM,Porto2,Porto2,0
Navio1788,34,11,101171,8,8,16,13,104,2005,GLP,Porto3,Porto1,0
Navio1789,40,16,53776,9,18,28,19,52,2001,GL,Porto5,Porto4,0
Navio1790,20,9,166614,17,14,24,5,24,1999,GL,Porto4,Porto4,0
Navio1791,40,14,34716,18,9,15,15,31,2022,CG,Porto1,Porto2,1
Navio1792,39,16,182565,8,8,20,19,17,1994,GS,Porto2,Porto1,0
Navio1793,59,9,77858,16,18,13,10,67,2000,GL,Porto1,Porto2,0
Navio1794,41,7,144689,15,11,11,11,60,2009,GSM,Porto3,Porto4,1
Navio1795,58,9,39361,18,19,16,7,67,2014,CG,Porto4,Porto4,0
Navio1796,47,17,192056,13,17,31,16,43,2019,GL,Porto5,Porto2,0
Navio1797,45,9,193145,9,13,34,11,19,1999,GS,Porto5,Porto3,0
Navio1798,29,17,145124,9,18,24,14,11,1998,GSM,Porto1,Porto2,0
Navio1799,22,6,60605,9,13,20,7,82,2010,GS,Porto5,Porto1,1
Navio1800,47,13,91993,16,19,33,12,15,2000,GS,Porto1,Porto4,0
Navio1801,16,8,192367,13,10,24,13,54,1995,GS,Porto2,Porto5,0
Navio1802,58,6,72948,14,9,28,18,37,2004,GSM,Porto2,Porto5,0
Navio1803,41,12,141687,15,15,32,5,32,2015,GS,Porto2,Porto3,1
Navio1804,30,12,63861,12,19,12,6,13,1994,CG,Porto3,Porto2,0
Navio1805,19,13,119703,9,10,33,14,69,2008,GL,Porto4,Porto2,1
Navio1806,25,13,73668,9,9,17,11,93,2000,GLP,Porto3,Porto3,0
Navio1807,36,17,74867,15,19,26,14,57,2022,CNTR,Porto3,Porto5,0
Navio1808,54,7,78577,12,17,13,13,66,2020,CNTR,Porto2,Porto2,1
Navio1809,57,8,102905,13,12,27,19,85,2007,GS,Porto1,Porto2,1
Navio1810,58,14,198282,16,17,18,8,61,1995,GSM,Porto3,Porto4,0
Navio1811,45,11,73176,17,19,15,13,117,1995,GL,Porto2,Porto5,0
Navio1812,37,7,181920,17,11,33,16,78,1998,GLP,Porto4,Porto2,0
Navio1813,15,13,165526,12,18,11,15,60,2005,CNTR,Porto4,Porto2,0
Navio1814,32,9,147678,18,15,23,5,18,2021,CNTR,Porto5,Porto1,1
Navio1815,27,7,143996,15,10,25,19,110,2014,GL,Porto3,Porto2,1
Navio1816,42,12,175478,15,13,15,14,45,1997,GL,Porto5,Porto2,0
Navio1817,58,14,126672,16,16,32,8,63,2006,GS,Porto1,Porto4,1
Navio1818,37,8,197628,9,18,31,6,89,1992,GS,Porto4,Porto3,0
Navio1819,46,13,49798,13,15,17,10,27,1994,GLP,Porto5,Porto3,0
Navio1820,49,14,33092,14,16,20,18,95,1994,GL,Porto1,Porto5,0
Navio1821,49,15,107933,15,18,31,14,69,2021,GSM,Porto2,Porto3,1
Navio1822,57,12,126161,14,11,29,11,76,1998,GS,Porto3,Porto4,0
Navio1823,19,15,177360,17,11,29,5,101,2001,CNTR,Porto1,Porto2,0
Navio1824,51,14,104505,18,17,13,17,81,1997,GLP,Porto5,Porto1,0
Navio1825,34,11,139755,9,19,27,14,36,2019,GS,Porto1,Porto3,0
Navio1826,59,6,91439,11,14,22,18,10,2005,GS,Porto1,Porto5,0
Navio1827,32,6,63513,14,11,25,10,106,2022,GSM,Porto4,Porto2,1
Navio1828,21,15,197487,13,16,16,9,18,2007,GSM,Porto2,Porto5,0
Navio1829,21,10,85358,17,9,16,18,73,2003,GS,Porto3,Porto5,0
Navio1830,24,12,89676,14,11,24,13,68,1994,GL,Porto2,Porto1,0
Navio1831,43,6,68359,11,11,12,11,81,2022,GS,Porto2,Porto5,1
Navio1832,28,17,126071,17,14,31,12,68,1998,CG,Porto4,Porto2,0
Navio1833,24,15,100014,19,12,13,8,102,2009,GLP,Porto3,Porto1,0
Navio1834,36,10,166703,19,11,29,17,37,1992,CNTR,Porto2,Porto5,0
Navio1835,17,8,90019,10,12,29,10,87,1996,GSM,Porto1,Porto1,0
Navio1836,24,8,89788,10,10,11,11,30,1999,GS,Porto5,Porto3,0
Navio1837,51,10,171028,17,10,17,8,73,2009,GS,Porto5,Porto3,0
Navio1838,43,13,136605,8,19,19,9,111,2012,GL,Porto3,Porto2,0
Navio1839,15,7,143229,9,17,33,10,27,1996,GSM,Porto5,Porto1,0
Navio1840,25,17,82503,19,19,31,14,98,2006,CG,Porto1,Porto1,0
Navio1841,28,15,127150,16,10,10,9,94,2003,GLP,Porto5,Porto4,0
Navio1842,58,12,47657,19,12,26,13,78,2006,CNTR,Porto4,Porto5,0
Navio1843,17,10,138745,19,13,31,6,22,1993,CG,Porto3,Porto5,0
Navio1844,52,12,144919,14,18,17,19,21,2006,CG,Porto3,Porto2,1
Navio1845,22,16,199854,14,19,29,11,20,1992,CG,Porto5,Porto1,0
Navio1846,38,14,169275,12,10,28,6,66,2001,CG,Porto4,Porto5,0
Navio1847,45,12,46190,13,15,19,12,87,2003,CNTR,Porto4,Porto2,0
Navio1848,32,15,112138,18,18,18,19,68,2007,CNTR,Porto5,Porto1,1
Navio1849,18,8,39611,15,18,17,18,21,1997,CG,Porto3,Porto4,0
Navio1850,49,13,151695,10,15,22,15,42,2005,GLP,Porto2,Porto4,0
Navio1851,31,10,144480,18,14,28,13,102,2012,GSM,Porto3,Porto3,1
Navio1852,33,6,53866,10,15,20,15,70,1991,GS,Porto5,Porto1,0
Navio1853,57,7,134523,8,12,23,16,85,2001,GL,Porto2,Porto4,0
Navio1854,33,12,66993,18,11,22,10,49,2021,CNTR,Porto2,Porto5,1
Navio1855,43,10,196809,12,19,10,8,79,1991,CNTR,Porto1,Porto3,0
Navio1856,50,17,69198,9,8,16,14,43,2010,GL,Porto3,Porto1,1
Navio1857,41,6,94929,19,10,12,5,110,2011,GS,Porto5,Porto4,0
Navio1858,54,6,165985,17,17,18,9,71,1994,CG,Porto4,Porto5,0
Navio1859,57,8,35000,16,19,34,5,107,2013,CG,Porto4,Porto3,0
Navio1860,20,16,198256,11,14,24,13,43,2012,CNTR,Porto4,Porto2,0
Navio1861,43,16,72654,16,10,31,11,16,1990,GSM,Porto5,Porto1,0
Navio1862,58,13,35990,12,17,30,9,40,1993,GSM,Porto4,Porto1,0
Navio1863,34,12,45828,11,17,22,5,112,2009,CG,Porto3,Porto2,1
Navio1864,25,12,68678,18,17,10,16,101,2001,CG,Porto3,Porto5,0
Navio1865,25,13,118362,11,9,18,13,24,2017,GSM,Porto3,Porto1,1
Navio1866,24,13,125536,8,15,20,16,107,2008,CG,Porto2,Porto2,1
Navio1867,42,6,124166,8,11,30,8,100,2014,CG,Porto1,Porto5,1
Navio1868,50,15,124313,19,16,15,9,109,2000,GL,Porto1,Porto3,0
Navio1869,26,17,175428,12,19,20,6,97,2007,GL,Porto5,Porto1,0
Navio1870,47,10,150747,18,8,32,16,94,2009,GSM,Porto5,Porto5,1
Navio1871,53,7,90807,14,19,32,15,77,2021,GLP,Porto1,Porto2,0
Navio1872,46,10,139249,8,12,31,9,96,1997,CG,Porto2,Porto1,0
Navio1873,37,15,186792,10,19,14,6,79,2001,GL,Porto4,Porto2,0
Navio1874,42,11,190286,10,18,28,8,23,1993,GLP,Porto3,Porto4,0
Navio1875,36,15,46012,15,19,25,19,41,2007,GS,Porto5,Porto3,0
Navio1876,48,6,183797,15,18,30,15,89,1991,CG,Porto3,Porto2,0
Navio1877,59,12,139584,12,11,34,9,79,2020,GLP,Porto2,Porto4,1
Navio1878,56,10,154286,10,10,15,5,62,2018,GS,Porto1,Porto3,1
Navio1879,58,10,30535,17,13,34,8,91,1991,CNTR,Porto5,Porto5,0
Navio1880,50,17,168661,18,10,28,11,112,1992,GL,Porto3,Porto1,0
Navio1881,56,7,158367,14,10,28,10,105,1996,CNTR,Porto1,Porto3,0
Navio1882,38,17,31968,18,9,12,13,98,2018,CG,Porto4,Porto5,1
Navio1883,55,13,163927,8,8,27,9,96,2014,CG,Porto4,Porto3,0
Navio1884,38,17,166808,19,8,25,8,67,2009,GS,Porto5,Porto2,0
Navio1885,23,17,168234,18,13,29,11,27,2005,GS,Porto4,Porto2,0
Navio1886,56,16,70624,10,10,13,17,72,2016,GSM,Porto1,Porto5,1
Navio1887,30,6,85433,14,13,32,6,78,2017,GLP,Porto2,Porto1,1
Navio1888,51,7,104492,19,17,26,13,117,1990,GS,Porto2,Porto4,0
Navio1889,16,8,92517,16,17,27,11,91,2017,GS,Porto5,Porto3,1
Navio1890,45,16,159412,13,9,24,13,55,2022,GS,Porto1,Porto3,0
Navio1891,52,16,135507,8,15,24,15,64,2018,GS,Porto3,Porto3,1
Navio1892,57,16,180790,9,15,18,9,73,1998,GLP,Porto4,Porto2,0
Navio1893,15,16,125785,15,10,15,17,115,2001,GLP,Porto5,Porto3,0
Navio1894,34,14,186575,12,16,14,14,80,1997,CG,Porto4,Porto2,0
Navio1895,21,13,31241,16,16,21,11,118,2007,CG,Porto2,Porto2,1
Navio1896,44,16,196126,8,11,15,12,69,1997,CNTR,Porto1,Porto2,0
Navio1897,18,15,148157,14,10,15,15,95,2014,GL,Porto1,Porto2,1
Navio1898,46,14,44241,9,14,24,9,16,2002,GS,Porto3,Porto5,0
Navio1899,44,6,30111,11,13,14,17,54,2006,GL,Porto1,Porto4,1
Navio1900,31,6,187249,8,11,19,16,40,2013,GL,Porto1,Porto1,0
Navio1901,18,17,128905,14,15,24,8,62,2011,GLP,Porto3,Porto4,1
Navio1902,41,6,83802,8,8,26,9,32,2001,CNTR,Porto4,Porto5,0
Navio1903,21,8,155078,18,9,34,12,32,2021,GSM,Porto5,Porto1,0
Navio1904,56,12,191745,12,11,31,15,52,2003,CNTR,Porto5,Porto2,0
Navio1905,52,14,72819,11,10,19,13,63,2017,CG,Porto3,Porto2,1
Navio1906,26,9,72131,18,8,26,13,59,2004,CG,Porto1,Porto5,0
Navio1907,32,13,127070,19,8,30,18,100,1992,GSM,Porto2,Porto3,0
Navio1908,58,9,98893,13,13,10,8,50,2000,GLP,Porto1,Porto3,0
Navio1909,18,9,96294,12,12,23,15,87,2012,CG,Porto2,Porto1,1
Navio1910,35,11,97028,14,16,13,8,18,1998,GLP,Porto3,Porto3,0
Navio1911,42,11,124573,19,19,12,9,57,2019,GL,Porto1,Porto3,0
Navio1912,43,10,139470,16,13,20,16,22,2018,GS,Porto4,Porto3,1
Navio1913,29,14,31708,19,16,23,12,98,2009,CG,Porto1,Porto2,0
Navio1914,29,16,195327,9,8,26,11,33,2010,GL,Porto1,Porto1,0
Navio1915,31,15,54572,13,17,12,13,47,2018,GLP,Porto2,Porto5,1
Navio1916,50,8,163075,13,15,16,7,19,1995,CNTR,Porto3,Porto2,0
Navio1917,53,17,180437,15,14,26,11,43,2015,GSM,Porto5,Porto2,0
Navio1918,58,14,96880,18,10,31,5,102,2002,GS,Porto3,Porto5,0
Navio1919,42,11,138049,17,15,34,16,107,2011,GL,Porto4,Porto3,1
Navio1920,53,13,92097,12,13,30,15,20,2022,GL,Porto2,Porto4,1
Navio1921,38,11,159009,12,18,16,19,12,1993,CG,Porto5,Porto1,0
Navio1922,35,10,170711,17,11,27,10,101,2017,GL,Porto3,Porto4,0
Navio1923,38,10,35394,11,13,29,19,24,2019,GL,Porto2,Porto3,1
Navio1924,49,13,193205,18,10,30,8,100,1999,CG,Porto2,Porto1,0
Navio1925,47,14,46226,16,12,28,12,13,1997,GL,Porto5,Porto1,0
Navio1926,16,14,41776,10,8,28,14,29,1993,CG,Porto3,Porto4,0
Navio1927,37,11,151379,15,15,15,17,73,2017,CNTR,Porto5,Porto1,1
Navio1928,36,12,33677,18,8,29,17,86,1991,GL,Porto3,Porto3,0
Navio1929,19,12,59121,19,11,27,17,65,2012,GL,Porto3,Porto5,0
Navio1930,55,9,185180,11,13,11,19,100,2020,GLP,Porto5,Porto3,0
Navio1931,54,17,119798,19,9,25,7,84,2016,GS,Porto3,Porto3,0
Navio1932,39,12,179725,8,15,26,16,60,1991,GSM,Porto2,Porto4,0
Navio1933,37,6,177329,12,8,23,15,34,2017,GSM,Porto1,Porto3,0
Navio1934,32,17,196160,14,12,18,5,110,1999,GLP,Porto5,Porto1,0
Navio1935,41,11,66202,8,16,20,14,66,1998,GSM,Porto5,Porto3,0
Navio1936,23,12,62792,18,11,15,18,52,2021,GLP,Porto3,Porto2,1
Navio1937,20,15,94325,14,11,29,12,111,2019,GS,Porto1,Porto2,1
Navio1938,48,11,173765,12,15,14,10,14,2013,GLP,Porto4,Porto5,0
Navio1939,37,10,162616,15,16,16,13,13,2000,GLP,Porto4,Porto3,0
Navio1940,33,17,120824,9,17,34,14,78,2011,GL,Porto2,Porto3,1
Navio1941,25,17,141905,9,18,16,18,19,1992,CG,Porto5,Porto3,0
Navio1942,44,9,75125,17,13,29,18,115,1992,GSM,Porto5,Porto3,0
Navio1943,26,6,64400,10,12,27,9,89,2003,GS,Porto4,Porto4,0
Navio1944,45,11,116827,9,17,21,19,45,2016,GLP,Porto1,Porto4,1
Navio1945,22,7,40611,14,19,10,12,116,2007,GSM,Porto5,Porto2,0
Navio1946,45,11,59070,8,12,20,18,13,2002,GL,Porto4,Porto5,0
Navio1947,57,17,105100,8,13,31,14,80,2020,CNTR,Porto1,Porto3,1
Navio1948,36,7,168704,12,12,11,19,88,1995,GS,Porto3,Porto2,0
Navio1949,22,7,99941,14,10,10,12,34,2004,GLP,Porto2,Porto3,0
Navio1950,40,14,137549,8,11,10,11,79,2011,GS,Porto5,Porto1,1
Navio1951,59,17,107778,8,18,25,9,50,2019,CG,Porto1,Porto2,1
Navio1952,34,13,59533,19,15,10,19,82,2003,CNTR,Porto4,Porto5,0
Navio1953,40,15,138666,13,18,12,13,50,2019,GL,Porto1,Porto2,1
Navio1954,57,17,169395,10,17,17,14,24,1993,GS,Porto5,Porto1,0
Navio1955,18,9,45338,16,11,11,18,18,2013,GL,Porto5,Porto2,1
Navio1956,35,11,156375,10,11,27,5,114,2015,CNTR,Porto4,Porto5,0
Navio1957,34,8,120208,10,9,11,13,45,2022,GL,Porto3,Porto2,1
Navio1958,52,12,97854,13,15,13,6,31,1991,GL,Porto4,Porto3,0
Navio1959,48,9,90895,19,14,20,15,13,2006,GS,Porto2,Porto4,0
Navio1960,59,14,147602,8,19,30,14,48,2004,CNTR,Porto5,Porto2,0
Navio1961,40,10,103534,16,9,29,17,96,1994,GL,Porto2,Porto2,0
Navio1962,22,14,191597,14,19,29,18,79,2022,GLP,Porto5,Porto1,0
Navio1963,52,6,37525,9,16,19,8,10,1998,GL,Porto5,Porto3,0
Navio1964,35,14,82109,13,11,15,8,58,2012,CG,Porto4,Porto2,1
Navio1965,49,16,155265,10,14,25,15,31,1995,CG,Porto2,Porto2,0
Navio1966,31,10,57965,11,16,12,7,57,1990,GSM,Porto4,Porto2,0
Navio1967,55,6,64290,10,10,21,13,106,2011,GL,Porto5,Porto4,1
Navio1968,54,11,118651,16,18,27,7,58,2003,GL,Porto4,Porto1,0
Navio1969,48,11,110003,15,18,27,12,66,2022,CG,Porto1,Porto1,1
Navio1970,48,8,118177,9,12,14,12,17,2013,GLP,Porto3,Porto2,1
Navio1971,16,10,97272,8,10,25,6,33,2012,GSM,Porto3,Porto1,1
Navio1972,24,14,180990,9,14,11,17,14,2018,GLP,Porto3,Porto4,0
Navio1973,38,14,122876,19,16,10,19,40,2002,GS,Porto3,Porto3,0
Navio1974,19,17,126215,11,17,13,9,23,2000,GSM,Porto1,Porto4,0
Navio1975,39,10,87809,10,17,34,19,60,2009,GSM,Porto3,Porto4,1
Navio1976,21,7,80400,18,12,12,9,13,2001,CG,Porto1,Porto3,0
Navio1977,48,14,157153,9,19,16,16,68,2011,CNTR,Porto2,Porto3,0
Navio1978,39,14,67387,16,10,10,19,78,2018,GSM,Porto5,Porto1,1
Navio1979,25,14,183192,17,19,12,5,52,2012,GL,Porto3,Porto2,0
Navio1980,44,17,120434,9,15,24,5,35,2021,CNTR,Porto3,Porto3,1
Navio1981,43,9,70688,17,17,32,11,92,1996,GLP,Porto2,Porto1,0
Navio1982,39,9,151028,8,8,12,13,38,1995,GS,Porto1,Porto2,0
Navio1983,18,8,156249,9,12,22,19,90,2016,CG,Porto4,Porto2,0
Navio1984,33,16,52314,18,12,34,13,59,2019,GSM,Porto2,Porto5,1
Navio1985,36,15,125119,19,10,27,16,59,2009,CG,Porto4,Porto3,0
Navio1986,21,11,65003,15,14,14,8,24,2011,CNTR,Porto3,Porto5,1
Navio1987,35,13,37505,16,12,10,8,117,2003,GLP,Porto4,Porto4,0
Navio1988,36,11,102551,15,16,13,7,110,2021,GSM,Porto3,Porto3,1
Navio1989,42,14,136701,16,8,33,12,84,2004,GSM,Porto5,Porto2,0
Navio1990,41,13,115859,14,12,15,13,113,2001,GL,Porto5,Porto1,0
Navio1991,40,15,61612,10,9,33,12,107,1998,CNTR,Porto1,Porto3,0
Navio1992,15,6,87201,17,14,13,7,72,2010,GS,Porto5,Porto2,1
Navio1993,18,8,46025,18,15,17,7,99,2007,GSM,Porto3,Porto2,1
Navio1994,52,13,67171,8,14,16,18,64,2008,GLP,Porto1,Porto4,1
Navio1995,22,9,89292,9,17,19,10,101,2006,GL,Porto1,Porto2,1
Navio1996,31,16,61455,12,12,26,9,89,2018,GS,Porto2,Porto2,1
Navio1997,26,11,30919,11,18,34,5,53,2009,CNTR,Porto4,Porto2,1
Navio1998,26,7,148026,19,9,29,6,53,2021,GL,Porto5,Porto2,0
Navio1999,59,11,187581,11,12,29,7,51,2020,GSM,Porto3,Porto4,0
Navio2000,17,7,164989,13,16,30,13,40,1991,GL,Porto3,Porto4,0
